imagePath,title,caption,labels
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10673.jpg,Doodle Girl Ballet School Black Tops,a black tops for women casual(fall 2011).,ArticleType=Tops; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44182.jpg,Nike Fragrances Women Sweet Emotion Perfume,a white perfume and body mist for women casual(spring 2017).,ArticleType=Perfume and Body Mist; Colour=White; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22202.jpg,Timberland Men Bonded Fleece Full Zip Blue Jacket,a blue jackets for men casual(fall 2011).,ArticleType=Jackets; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16742.jpg,Spice Art Women Beads White Clutch,a white clutches for women casual(winter 2015).,ArticleType=Clutches; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50701.jpg,Latin Quarters Women Pink Top,a pink tops for women casual(fall 2012).,ArticleType=Tops; Colour=Pink; Gender=Women; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56108.jpg,Colorbar Mettalics Bare Necessity Lip Gloss 001,a maroon lip gloss for women casual(spring 2017).,ArticleType=Lip Gloss; Colour=Maroon; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54540.jpg,F Sports Men Grey Gravity Sports Shoes,a grey sports shoes for men sports(fall 2012).,ArticleType=Sports Shoes; Colour=Grey; Gender=Men; Season=Fall; Usage=Sports; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25208.jpg,Lino Perros Women Leatherette Grey Handbag,a grey handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Grey; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13320.jpg,Gini and Jony Kids Boys Stripes Pink Shirts,a pink shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Pink; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24853.jpg,Mark Taylor Men Striped White Shirt,a white shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=White; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\36541.jpg,United Colors of Benetton Men Leather Black Wallet,a black wallets for men casual(summer 2012).,ArticleType=Wallets; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27508.jpg,Jockey Black T-shirt Bra SS 15,a black bra for women casual(fall 2015).,ArticleType=Bra; Colour=Black; Gender=Women; Season=Fall; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25890.jpg,Femella Women White Leggings,a white leggings for women casual(summer 2012).,ArticleType=Leggings; Colour=White; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33529.jpg,Cobblerz Women Pink Sandals,a pink heels for women casual(summer 2016).,ArticleType=Heels; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56591.jpg,Streetwear Hi Lite Eye Shadow,a bronze eyeshadow for women(spring 2017).,ArticleType=Eyeshadow; Colour=Bronze; Gender=Women; Season=Spring; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30791.jpg,Fabindia Men Printed Gold Tussar Kurta,a gold kurtas for men ethnic(summer 2012).,ArticleType=Kurtas; Colour=Gold; Gender=Men; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\57359.jpg,Amante Black Printed Full-Coverage Bra BGSW01,a black bra for women casual(winter 2015).,ArticleType=Bra; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31434.jpg,Highlander Men Grey Trousers,a grey trousers for men casual(summer 2012).,ArticleType=Trousers; Colour=Grey; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28991.jpg,Biba Outlet Women Off-White Printed A-Line Churidar Kurta with Dupatta,a off white kurta sets for women ethnic(summer 2012).,ArticleType=Kurta Sets; Colour=Off White; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23324.jpg,W Women Rust Printed Kurta,a rust kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Rust; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10301.jpg,Clarks Brown Leather Casual Shoes,a brown casual shoes for men casual(fall 2011).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33038.jpg,Mother Earth Women Printed Multi Coloured Kurta,a brown kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Brown; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26116.jpg,John Miller Men Striped Blue Shirt,a blue shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\26635.jpg,Puma Men Future Cat Black Casual Shoes,a black casual shoes for men casual(summer 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29711.jpg,John Miller Men Check Blue Shirt,a blue shirts for men formal(summer 2012).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Summer; Usage=Formal; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\49675.jpg,United Colors of Benetton Men Sunglass,a black sunglasses for men casual(winter 2016).,ArticleType=Sunglasses; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22853.jpg,Woodland Men Brown Casual Shoes,a brown casual shoes for men casual(summer 2016).,ArticleType=Casual Shoes; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35971.jpg,Flying Machine Men Tee Black T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27758.jpg,Bulchee Men Black Wallet,a black wallets for men casual(winter 2015).,ArticleType=Wallets; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14351.jpg,Catwalk Women Casual Brown Heels,a brown heels for women casual(winter 2015).,ArticleType=Heels; Colour=Brown; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17499.jpg,Classic Polo Men Stripes Blue Polo T-Shirt,a blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22731.jpg,Nike Men Air Max Conquer ACG Brown Sports Boot,a brown sports shoes for men sports(fall 2011).,ArticleType=Sports Shoes; Colour=Brown; Gender=Men; Season=Fall; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9305.jpg,Indian Terrain Men Montez Yellow T-shirt,a yellow tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Yellow; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6362.jpg,Numero Uno Men's Dark Blue Shoe,a blue casual shoes for men casual(summer 2011).,ArticleType=Casual Shoes; Colour=Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12134.jpg,Aurelia Women Solid Pink and Yellow Kurtas,a pink kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=Pink; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18180.jpg,Doodle Boys-Boys Acid Wash Blue Jeans,a blue jeans for boys casual(fall 2011).,ArticleType=Jeans; Colour=Blue; Gender=Boys; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39224.jpg,Femella Women Pink Shirt,a pink shirts for women casual(summer 2012).,ArticleType=Shirts; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15806.jpg,Facit Men Trophy BF Navy Blue Briefs,a navy blue briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Navy Blue; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53068.jpg,Rocia Women Black Handbag,a black handbags for women casual(summer 2012).,ArticleType=Handbags; Colour=Black; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\2355.jpg,ADIDAS Red Bull Trophy Soccer Unisex Football,a white footballs for unisex sports(fall 2010).,ArticleType=Footballs; Colour=White; Gender=Unisex; Season=Fall; Usage=Sports; Year=2010
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\15085.jpg,Mother Earth Men Black Printed Kurta,a black kurtas for men ethnic(fall 2011).,ArticleType=Kurtas; Colour=Black; Gender=Men; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50353.jpg,Aurelia Women Pink Kurta,a pink kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Pink; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27483.jpg,Jockey Essence White Bra 2004,a white bra for women casual(winter 2015).,ArticleType=Bra; Colour=White; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39316.jpg,Gini and Jony Boys Printed White T-shirt,a white tshirts for boys casual(summer 2012).,ArticleType=Tshirts; Colour=White; Gender=Boys; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11674.jpg,Lee Men Check Purple Shirts,a purple shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Purple; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39355.jpg,Helix Men Black Dial Watch,a black watches for men casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43292.jpg,Murcia Women Pink Kate Handbag,a pink handbags for women casual(summer 2015).,ArticleType=Handbags; Colour=Pink; Gender=Women; Season=Summer; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45400.jpg,Rocia Women Maroon Sandals,a maroon flats for women casual(winter 2012).,ArticleType=Flats; Colour=Maroon; Gender=Women; Season=Winter; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34078.jpg,Clarks Men Sentry Cry Leather Black Shoes,a black casual shoes for men casual(fall 2012).,ArticleType=Casual Shoes; Colour=Black; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\32269.jpg,Vishudh Women Printed Orange Kurta,a orange kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Orange; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18323.jpg,Wills Lifestyle Men Check Green Shirt,a green shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34938.jpg,Fabindia Off White Chanderi Dupatta,a blue dupatta for women ethnic(summer 2012).,ArticleType=Dupatta; Colour=Blue; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27818.jpg,Bulchee Men Padded Chino Black Belt,a black belts for men casual(summer 2012).,ArticleType=Belts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28441.jpg,DKNY Women Black Dial Watch NY3430,a black watches for women casual(winter 2016).,ArticleType=Watches; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21247.jpg,Footloose Unisex Classe Laptop Black Backpack,a black backpacks for unisex casual(fall 2011).,ArticleType=Backpacks; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10226.jpg,Murcia Women Rubena Black Handbags,a black handbags for women casual(winter 2015).,ArticleType=Handbags; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47519.jpg,Facit Men Brown Breif,a brown briefs for men casual(summer 2016).,ArticleType=Briefs; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23709.jpg,Ray-Ban Men Wayfarer White Sunglasses,a white sunglasses for men casual(winter 2016).,ArticleType=Sunglasses; Colour=White; Gender=Men; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10046.jpg,Puma Men Heroes Graphic Green Tshirts,a green tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13395.jpg,United Colors of Benetton Men Check Purple Shirts,a purple shirts for men casual(summer 2011).,ArticleType=Shirts; Colour=Purple; Gender=Men; Season=Summer; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\50720.jpg,Doodle Girls Orange Printed Dress,a orange dresses for girls casual(summer 2012).,ArticleType=Dresses; Colour=Orange; Gender=Girls; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\29835.jpg,Basics Men Brown Checked Slim Fit Shirt,a brown shirts for men casual(summer 2012).,ArticleType=Shirts; Colour=Brown; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\18557.jpg,Catwalk Women Casual Black Heels,a black heels for women casual(winter 2015).,ArticleType=Heels; Colour=Black; Gender=Women; Season=Winter; Usage=Casual; Year=2015
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\58646.jpg,ALayna Women Printed Grey Kurta,a grey kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Grey; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14930.jpg,Status Quo Men Solid Navy Blue Tshirts,a navy blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Navy Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\34471.jpg,Puma Women Grey Sandals,a grey sports sandals for women casual(summer 2012).,ArticleType=Sports Sandals; Colour=Grey; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\9906.jpg,Puma Unisex Core Shopper Black Bags,a black handbags for unisex casual(fall 2011).,ArticleType=Handbags; Colour=Black; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11250.jpg,John Miller Men White Striped Blue Shirt,a blue shirts for men formal(fall 2011).,ArticleType=Shirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Formal; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55292.jpg,Lakme Absolute Cherryshine Plump & Shine Pink Lip Gloss,a pink lip gloss for women casual(spring 2017).,ArticleType=Lip Gloss; Colour=Pink; Gender=Women; Season=Spring; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16047.jpg,Highlander Men Check Maroon Slim Fit Shirt,a maroon shirts for men casual(fall 2011).,ArticleType=Shirts; Colour=Maroon; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38591.jpg,Nike Women Printed Grey T-shirt,a grey tshirts for women casual(summer 2012).,ArticleType=Tshirts; Colour=Grey; Gender=Women; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\19275.jpg,Guess Women Steel-Toned Dial Watch W13582L2,a steel watches for women casual(winter 2016).,ArticleType=Watches; Colour=Steel; Gender=Women; Season=Winter; Usage=Casual; Year=2016
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24324.jpg,ADIDAS Unisex Blue Backpack,a blue backpacks for unisex casual(fall 2011).,ArticleType=Backpacks; Colour=Blue; Gender=Unisex; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43261.jpg,Aneri Women Cream Kurta,a cream kurtas for women ethnic(summer 2012).,ArticleType=Kurtas; Colour=Cream; Gender=Women; Season=Summer; Usage=Ethnic; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\28849.jpg,Proline Cream-Coloured Polo T-shirt,a cream tshirts for men casual(summer 2013).,ArticleType=Tshirts; Colour=Cream; Gender=Men; Season=Summer; Usage=Casual; Year=2013
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22751.jpg,BIBA Women Printed White Kurta,a white kurtas for women ethnic(fall 2011).,ArticleType=Kurtas; Colour=White; Gender=Women; Season=Fall; Usage=Ethnic; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11863.jpg,Playboy Men Casual Green Slippers,a green flip flops for men casual(fall 2012).,ArticleType=Flip Flops; Colour=Green; Gender=Men; Season=Fall; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3501.jpg,ADIDAS Men's Deep Black Yellow Shoe,a black sports shoes for men sports(summer 2011).,ArticleType=Sports Shoes; Colour=Black; Gender=Men; Season=Summer; Usage=Sports; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12757.jpg,Spykar Men Printed Blue T-Shirts,a blue tshirts for men casual(fall 2011).,ArticleType=Tshirts; Colour=Blue; Gender=Men; Season=Fall; Usage=Casual; Year=2011
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31241.jpg,Puma Men Attack Black T-shirt,a black tshirts for men casual(summer 2012).,ArticleType=Tshirts; Colour=Black; Gender=Men; Season=Summer; Usage=Casual; Year=2012
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56301.jpg,Biara Women Orange Blush Bra,a orange bra for women casual(summer 2017).,ArticleType=Bra; Colour=Orange; Gender=Women; Season=Summer; Usage=Casual; Year=2017
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6609.jpg,Spykar Men's Stripes White Top,a white tops for men casual(summer 2011).,ArticleType=Tops; Colour=White; Gender=Men; Season=Summer; Usage=Casual; Year=2011
