imagePath,title,caption
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\45285.jpg,CASIO OUTDOOR Men Black Digital Watch S057,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\43536.jpg,French Connection Women Peach Top,"Peach, Tops, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\21524.jpg,Kiara Women Women Handbag,"Brown, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55806.jpg,SDL by Sweet Dreams Women Green & White Printed Night Suit S11-3134,"Green, Night suits, for Women, Casual, Summer, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\10282.jpg,Clarks Women Spice Pat Black Flats,"Black, Flats, for Women, Casual, Winter, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35989.jpg,Flying Machine Women Cotton Black Dress,"Black, Dresses, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\22744.jpg,BIBA Women Solid Navy Blue Green Kurta,"Navy Blue, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\31552.jpg,Woodland Men Black Casual Shoes,"Black, Casual Shoes, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6677.jpg,Nike Men's Street Pana II Black White Shoe,"Black, Sports Shoes, for Men, Sports, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\38173.jpg,Miami Blues Women Sunglasses,"Black, Sunglasses, for Women, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\54860.jpg,Ivory Tag Women Radical Being Multicolour Necklace,"Red, Necklace and Chains, for Women, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56849.jpg,John Players Men Navy Regular Fit Jeans,"Navy Blue, Jeans, for Men, Casual, Fall, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51318.jpg,Wildcraft Unisex Blue Cauvery Backpack,"Blue, Backpacks, for Unisex, Casual, Summer, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\8188.jpg,Locomotive Men Solid Poplin Laidley Purple Shirts,"Purple, Shirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\23670.jpg,Spykar Men Green Printed T-shirts,"Green, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40590.jpg,Aurelia Women Brown Kurta,"Brown, Kurtas, for Women, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\51194.jpg,Enamor Red Bra,"Red, Bra, for Women, Casual, Summer, 2014"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\27542.jpg,Scullers Men Check Black Shirt,"Black, Shirts, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\44530.jpg,Coolers Men Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11876.jpg,Franco Leone Men Casual Black Sandals,"Black, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11927.jpg,Skechers Women Tone White Sports Shoes,"White, Sports Shoes, for Women, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\41848.jpg,ADIDAS Unisex Black Predator Backpack,"Black, Backpacks, for Unisex, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\3919.jpg,Urban Yoga Men's Yoga Black Track Pant,"Black, Track Pants, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\30768.jpg,Fabindia Men Black Silk Kurta,"Black, Kurtas, for Men, Ethnic, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\52806.jpg,JAG Men Black Leather Wallet,"Black, Wallets, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48867.jpg,Lucera Women Silver Pendant with Chain,"Silver, Pendant, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\48254.jpg,The Amazing Spiderman Boys Orange T-shirt,"Orange, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\35447.jpg,Doodle Girls Printed Red Top,"Red, Tops, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11389.jpg,United Colors of Benetton Men White T-shirt,"White, Tshirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\12193.jpg,Basics Men White Checked Shirt,"White, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13183.jpg,Fila Men Dls 96 White Sports Shoes,"White, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\40985.jpg,Gini and Jony Boys United White T-shirt,"White, Tshirts, for Boys, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16805.jpg,ANT Kids Girls Printed Black Skirt,"Black, Skirts, for Girls, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\47621.jpg,Portia Women Yellow Flats,"Yellow, Heels, for Women, Casual, Fall, 2014"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\56615.jpg,Streetwear Stay On Mineral Rose Swirl Blusher,"Rose, Highlighter and Blush, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\33967.jpg,Femella Women Black Top,"Black, Shirts, for Women, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\14859.jpg,United Colors of Benetton Women Solid Black Wallets,"Black, Wallets, for Women, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\25888.jpg,American Tourister Unisex Casual Blue Bag,"Blue, Backpacks, for Unisex, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5089.jpg,Wrangler Men's Dip Dyed Polo Purple T-shirt,"Purple, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\55196.jpg,Lakme Absolute Fast & Fabulous Gold Shimmer Nail Polish 01,"Gold, Nail Polish, for Women, Casual, Spring, 2017"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\13675.jpg,Puma Men TX-3 Running Shoes,"Grey, Sports Shoes, for Men, Sports, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24947.jpg,United Colors of Benetton Kids Girls Red Printed Top,"Red, Tops, for Girls, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\46086.jpg,ADIDAS Women Lavender Hagkok Sports Shoes,"Lavender, Sports Shoes, for Women, Sports, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\42276.jpg,Vans Men Navy Blue Michoacan Shoes,"Navy Blue, Casual Shoes, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\5559.jpg,Reebok Men Reversible Blue & Yellow Jacket,"Yellow, Jackets, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16765.jpg,Spice Art Women Antique Black Potli,"Black, Handbags, for Women, Casual, Winter, 2015"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\24510.jpg,Mother Earth Women Green Printed Kurta,"Green, Kurtas, for Women, Ethnic, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\53615.jpg,Q&Q Men Black Digital Watch M010-002,"Black, Watches, for Men, Casual, Winter, 2016"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\17047.jpg,Gas Men Santa Monica Slipper,"Brown, Sandals, for Men, Casual, Spring, 2013"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16164.jpg,Enroute Men Leather Brown Sandals,"Brown, Sandals, for Men, Casual, Summer, 2012"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\7437.jpg,Proline Men Green & Navy Checked Polo T-shirt,"Green, Tshirts, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\11083.jpg,Scullers Men Check Blue Shirts,"Blue, Shirts, for Men, Casual, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\6165.jpg,ADIDAS Men's Zeitfrie Black Shoe,"Black, Casual Shoes, for Men, Casual, Summer, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\16370.jpg,Peter England Men Solid Grey Trouser,"Grey, Trousers, for Men, Formal, Fall, 2011"
D:/Code/INFT2060_AiProject_JoshuaChalmers/ecommerce/images\39930.jpg,Tortoise Unisex Brown Laptop Bag,"Brown, Laptop Bag, for Unisex, Casual, Fall, 2012"
